diag;nb;categ;nb_categ;ponderation
O896;3;O89;2071;0,1
S101;225;S10;5503;4,1
E6685;20574;E66;1186997;1,7
W0623;3;W06;15509;0,0
J991;4507;J99;7861;57,3
X785;4;X78;15279;0,0
C530;8752;C53;80111;10,9
W246;27;W24;1062;2,5
X6020;3;X60;23029;0,0
E744;234;E74;8154;2,9
M316;14474;M31;49588;29,2
Z939;513;Z93;131255;0,4
J208;13788;J20;80596;17,1
L649;111;L64;205;54,1
W2352;12;W23;3653;0,3
D290;334;D29;34145;1,0
M0188;17;M01;1101;1,5
P142;2;P14;488;0,4
N740;2;N74;695;0,3
W080;1432;W08;2679;53,5
X1729;86;X17;232;37,1
H731;62;H73;1981;3,1
D136;3533;D13;28615;12,3
C329;28398;C32;70786;40,1
D731;1080;D73;13127;8,2
G213;14;G21;5253;0,3
S9201;368;S92;18997;1,9
X4399;10;X43;325;3,1
C4940;1055;C49;62550;1,7
W5402;6;W54;6753;0,1
T390;333;T39;30635;1,1
S842;18;S84;495;3,6
W7924;31;W79;2193;1,4
Y1904;4;Y19;171;2,3
T118;24;T11;207;11,6
C752;240;C75;6125;3,9
I22800;62;I22;1172;5,3
M8146;8;M81;46886;0,0
F162;104;F16;890;11,7
N491;906;N49;6446;14,1
F205;166;F20;47790;0,3
M2461;59;M24;27285;0,2
M8498;8;M84;25322;0,0
W8003;2;W80;414;0,5
F198;137;F19;21113;0,6
M0291;10;M02;577;1,7
O082;20;O08;5809;0,3
V0209;8;V02;485;1,6
B356;178;B35;8082;2,2
W2052;7;W20;1973;0,4
Y803;2;Y80;45;4,4
R21;16491;R21;16491;100,0
M4013;16;M40;10417;0,2
D813;59;D81;3486;1,7
X492;18;X49;2275;0,8
W4504;4;W45;1292;0,3
C257;5999;C25;287910;2,1
Q934;113;Q93;2278;5,0
Y211;1;Y21;24;4,2
P721;126;P72;772;16,3
P279;29;P27;7838;0,4
I427;1841;I42;167151;1,1
A039;490;A03;1064;46,1
F1026;12436;F10;668750;1,9
Q729;140;Q72;819;17,1
P034;180681;P03;375818;48,1
W6608;1;W66;8;12,5
B769;13;B76;41;31,7
L031;5025;L03;60457;8,3
V914;4;V91;196;2,0
W0000;14;W00;1271;1,1
X6069;1;X60;23029;0,0
M0536;65;M05;61778;0,1
W0711;1;W07;6299;0,0
X800;970;X80;2348;41,3
M8903;530;M89;25433;2,1
M1122;337;M11;30110;1,1
W238;217;W23;3653;5,9
J210;19159;J21;62904;30,5
M0100;5;M01;1101;0,5
M4880;9;M48;136433;0,0
N741;9;N74;695;1,3
W0828;11;W08;2679;0,4
V4968;22;V49;6712;0,3
H739;76;H73;1981;3,8
J82;2362;J82;2362;100,0
F731;1506;F73;4313;34,9
Q396;32;Q39;3002;1,1
F602;874;F60;33969;2,6
S9240;1006;S92;18997;5,3
X4314;1;X43;325;0,3
S097;867;S09;7090;12,2
W5493;5;W54;6753;0,1
J9691;762;J96;598163;0,1
L219;1241;L21;2824;43,9
W7984;14;W79;2193;0,6
Y191;5;Y19;171;2,9
P284;10649;P28;31002;34,3
Q349;10;Q34;981;1,0
I22000;163;I22;1172;13,9
M8191;53;M81;46886;0,1
F1653;1;F16;890;0,1
K93830;9;K93;3792;0,2
V1548;6;V15;24;25,0
M2439;2;M24;27285;0,0
X954;134;X95;1071;12,5
W8089;2;W80;414;0,5
F1922;2828;F19;21113;13,4
M0289;6;M02;577;1,0
O081;3548;O08;5809;61,1
V0219;66;V02;485;13,6
M1389;101;M13;24317;0,4
W2038;1;W20;1973;0,1
S657;347;S65;12257;2,8
L049;219;L04;3547;6,2
M4035;1;M40;10417;0,0
D815;6;D81;3486;0,2
X49720;1;X49;2275;0,0
Y2862;1;Y28;258;0,4
C254+0;595;C25;287910;0,2
Q935;1677;Q93;2278;73,6
Y2148;1;Y21;24;4,2
P728;90;P72;772;11,7
C848;2289;C84;24785;9,2
D474;9521;D47;69025;13,8
T704;14;T70;1791;0,8
F10201;6090;F10;668750;0,9
Q725;85;Q72;819;10,4
Q041;1;Q04;7212;0,0
W5381;1;W53;60;1,7
W065;2;W06;15509;0,0
L030;44959;L03;60457;74,4
X787;5;X78;15279;0,0
W2480;1;W24;1062;0,1
C778;39669;C77;720576;5,5
M0514;13;M05;61778;0,0
W074;11;W07;6299;0,2
X8009;185;X80;2348;7,9
M8995;10;M89;25433;0,0
M118;220;M11;30110;0,7
W2363;24;W23;3653;0,7
D299;6;D29;34145;0,0
M0186;31;M01;1101;2,8
M4857;430;M48;136433;0,3
N742;6;N74;695;0,9
M9419;149;M94;9495;1,6
V4959;101;V49;6712;1,5
R179;4237;R17;42994;9,9
R061;3590;R06;338788;1,1
C321;10011;C32;70786;14,1
Q390;1101;Q39;3002;36,7
N922;446;N92;34190;1,3
S9290;894;S92;18997;4,7
X4389;2;X43;325;0,6
C4958;5855;C49;62550;9,4
W5438;1;W54;6753;0,0
J9601;53295;J96;598163;8,9
Y632;24;Y63;216;11,1
W7909;52;W79;2193;2,4
Y2709;1;Y27;32;3,1
T113;4;T11;207;1,9
V646;3;V64;60;5,0
I2298;110;I22;1172;9,4
M8109;1196;M81;46886;2,6
F1651;10;F16;890;1,1
T520;110;T52;457;24,1
F2094;5;F20;47790;0,0
M2422;97;M24;27285;0,4
M8417;1655;M84;25322;6,5
W8094;1;W80;414;0,2
F1903;37;F19;21113;0,2
M0299;31;M02;577;5,4
A078;515;A07;1444;35,7
V029;48;V02;485;9,9
M1391;439;M13;24317;1,8
W2098;27;W20;1973;1,4
Y802;1;Y80;45;2,2
Q311;161;Q31;3201;5,0
M4015;261;M40;10417;2,5
D816;4;D81;3486;0,1
X49111;1;X49;2275;0,0
W4523;1;W45;1292;0,1
C259+8;25217;C25;287910;8,8
Q930;10;Q93;2278;0,4
Y219;8;Y21;24;33,3
P720;20;P72;772;2,6
A185;109;A18;2960;3,7
N361;355;N36;5321;6,7
A310;1719;A31;2614;65,8
F1075;12;F10;668750;0,0
Q726;45;Q72;819;5,5
Q046;1295;Q04;7212;18,0
E6613;161;E66;1186997;0,0
W0671;30;W06;15509;0,2
J990;690;J99;7861;8,8
X7824;2;X78;15279;0,0
W0092;6;W00;1271;0,5
X6099;1685;X60;23029;7,3
M0511;3;M05;61778;0,0
M315;2618;M31;49588;5,3
M141;49;M14;7160;0,7
N764;2374;N76;9073;26,2
M1128;1315;M11;30110;4,4
W2389;28;W23;3653;0,8
D293;1596;D29;34145;4,7
M0130;25;M01;1101;2,3
M4850;2401;M48;136433;1,8
O460;102;O46;8012;1,3
S688;38;S68;10453;0,4
V4938;4;V49;6712;0,1
Z269;1261;Z26;3860;32,7
D133;688;D13;28615;2,4
F738;576;F73;4313;13,4
Z4583;1390;Z45;419694;0,3
G218;1896;G21;5253;36,1
S9291;87;S92;18997;0,5
X4300;1;X43;325;0,3
C4930;549;C49;62550;0,9
W5404;84;W54;6753;1,2
J9611;5246;J96;598163;0,9
Y634;3;Y63;216;1,4
W791;301;W79;2193;13,7
Y192;1;Y19;171;0,6
T114;25;T11;207;12,1
C759;82;C75;6125;1,3
I22900;63;I22;1172;5,4
M8100;2190;M81;46886;4,7
F163;10;F16;890;1,1
W295;5;W29;5051;0,1
F2018;49;F20;47790;0,1
M2498;3;M24;27285;0,0
X9599;95;X95;1071;8,9
W8024;2;W80;414;0,5
Z588;248;Z58;4523;5,5
M0283;8;M02;577;1,4
A071;482;A07;1444;33,4
X904;1;X90;13;7,7
M1386;908;M13;24317;3,7
Z9580;65457;Z95;1088407;6,0
S659;68;S65;12257;0,6
A428;1056;A42;1908;55,3
A530;383;A53;833;46,0
D814;2;D81;3486;0,1
X493;2;X49;2275;0,1
W4501;8;W45;1292;0,6
C254;2684;C25;287910;0,9
Q933;98;Q93;2278;4,3
N021;29;N02;11985;0,2
O25;451;O25;451;100,0
H801;486;H80;3341;14,5
M939;87;M93;5361;1,6
T701;11;T70;1791;0,6
F1052;157;F10;668750;0,0
O899;21;O89;2071;1,0
S108;2500;S10;5503;45,4
E6600;4;E66;1186997;0,0
W0690;1;W06;15509;0,0
L033;1824;L03;60457;3,0
V9140;2;V91;196;1,0
W001;39;W00;1271;3,1
X6033;1;X60;23029;0,0
M0594;250;M05;61778;0,4
W0728;38;W07;6299;0,6
X4439;1;X44;4266;0,0
M8957;705;M89;25433;2,8
M1188;131;M11;30110;0,4
W2379;6;W23;3653;0,2
J211;3401;J21;62904;5,4
M0134;16;M01;1101;1,5
M4851;2;M48;136433;0,0
N748;56;N74;695;8,1
W0804;185;W08;2679;6,9
X1799;10;X17;232;4,3
O720;28008;O72;51841;54,0
D135;1212;D13;28615;4,2
C322;1568;C32;70786;2,2
Z4582;979;Z45;419694;0,2
F6030;5692;F60;33969;16,8
O903;175;O90;11763;1,5
X4354;1;X43;325;0,3
S090;1969;S09;7090;27,8
R410;313229;R41;403706;77,6
J9619;18814;J96;598163;3,1
Q782;109;Q78;4644;2,3
N983;19;N98;1573;1,2
K411;9;K41;4625;0,2
P289;237;P28;31002;0,8
C754;28;C75;6125;0,5
I22100;109;I22;1172;9,3
Z4000;2063;Z40;6251;33,0
F16201;1;F16;890;0,1
F439;750;F43;41577;1,8
F2069;55;F20;47790;0,1
M2401;55;M24;27285;0,2
M8481;5;M84;25322;0,0
W8010;1;W80;414;0,2
F19201;119;F19;21113;0,6
M0286;90;M02;577;15,6
O080;461;O08;5809;7,9
V021;243;V02;485;50,1
M1311;206;M13;24317;0,8
F1400;682;F14;37152;1,8
S651;3454;S65;12257;28,2
G10;2541;G10;2541;100,0
M4023;79;M40;10417;0,8
D811;369;D81;3486;10,6
X49700;1;X49;2275;0,0
W4594;2;W45;1292;0,2
C250;113765;C25;287910;39,5
Q939;25;Q93;2278;1,1
Y2191;1;Y21;24;4,2
I300;1801;I30;18618;9,7
C845;1684;C84;24785;6,8
H518;992;H51;2730;36,3
T708;52;T70;1791;2,9
F1023;2381;F10;668750;0,4
Q721;4;Q72;819;0,5
J348;11898;J34;66871;17,8
W534;3;W53;60;5,0
W0630;7;W06;15509;0,0
L039;610;L03;60457;1,0
V9199;5;V91;196;2,6
W0098;9;W00;1271;0,7
A403;3234;A40;23597;13,7
M0532;17;M05;61778;0,0
W0791;1;W07;6299;0,0
X4491;1;X44;4266;0,0
M8981;79;M89;25433;0,3
M1121;746;M11;30110;2,5
W2382;69;W23;3653;1,9
D291;31510;D29;34145;92,3
M0137;76;M01;1101;6,9
M4817;8;M48;136433;0,0
S968;657;S96;2464;26,7
Z554;1483;Z55;7800;19,0
X177;1;X17;232;0,4
F4531;107;F45;10589;1,0
R067;73;R06;338788;0,0
F739;1504;F73;4313;34,9
D732;325;D73;13127;2,5
F6031;8031;F60;33969;23,6
O908;4366;O90;11763;37,1
O833;1;O83;4195;0,0
C499;615;C49;62550;1,0
R413;18100;R41;403706;4,5
J96110;5762;J96;598163;1,0
X7108;5;X71;293;1,7
W7908;27;W79;2193;1,2
K419;2237;K41;4625;48,4
T119;14;T11;207;6,8
V644;3;V64;60;5,0
I2200;181;I22;1172;15,4
M8108;720;M81;46886;1,5
F1630;10;F16;890;1,1
T529;79;T52;457;17,3
V152;2;V15;24;8,3
M2453;96;M24;27285;0,4
X952;29;X95;1071;2,7
W8062;2;W80;414;0,5
F1955;3;F19;21113;0,0
M0280;77;M02;577;13,3
O084;4;O08;5809;0,1
H741;304;H74;1859;16,4
B358;671;B35;8082;8,3
W2013;1;W20;1973;0,1
Y800;3;Y80;45;6,7
L042;246;L04;3547;6,9
V6362;1;V63;63;1,6
D818;1208;D81;3486;34,7
X4983;3;X49;2275;0,1
W457;5;W45;1292;0,4
C251;31032;C25;287910;10,8
Q938;304;Q93;2278;13,3
N0219;113;N02;11985;0,9
K752;1113;K75;28720;3,9
X822;8;X82;234;3,4
I429;2150;I42;167151;1,3
T702;156;T70;1791;8,7
F1072;117;F10;668750;0,0
O893;1;O89;2071;0,0
Q040;1456;Q04;7212;20,2
E6619;170;E66;1186997;0,0
B768;5;B76;41;12,2
C55;3362;C55;3362;100,0
X7804;74;X78;15279;0,5
W0002;1;W00;1271;0,1
C779;43745;C77;720576;6,1
E748;1463;E74;8154;17,9
N418;1174;N41;123728;0,9
X8049;18;X80;2348;0,8
M8912;1;M89;25433;0,0
M1108;61;M11;30110;0,2
W2318;9;W23;3653;0,2
P073;93099;P07;165207;56,4
M0139;8;M01;1101;0,7
M4899;58;M48;136433;0,0
M508;973;M50;19018;5,1
W0882;1;W08;2679;0,0
V490;166;V49;6712;2,5
F4530;59;F45;10589;0,6
D132;5406;D13;28615;18,9
Z312;35203;Z31;47957;73,4
D730;1985;D73;13127;15,1
F603;6397;F60;33969;18,8
Y498;627;Y49;10843;5,8
X432;9;X43;325;2,8
S098;3058;S09;7090;43,1
R412;1706;R41;403706;0,4
J96101;3998;J96;598163;0,7
X7129;3;X71;293;1,0
W7900;1;W79;2193;0,0
Y1999;10;Y19;171;5,8
P281;331;P28;31002;1,1
V6449;1;V64;60;1,7
I2208;117;I22;1172;10,0
M816;3;M81;46886;0,0
F1604;8;F16;890;0,9
W2949;2;W29;5051;0,0
F2059;56;F20;47790;0,1
O054;79;O05;226;35,0
R490;13667;R49;15430;88,6
W801;20;W80;414;4,8
Z589;30;Z58;4523;0,7
M0290;30;M02;577;5,2
O088;1454;O08;5809;25,0
X9099;2;X90;13;15,4
M1398;337;M13;24317;1,4
F14202;1690;F14;37152;4,5
S654;775;S65;12257;6,3
Q315;2499;Q31;3201;78,1
M4016;1003;M40;10417;9,6
D810;43;D81;3486;1,2
X49401;1;X49;2275;0,0
W4518;2;W45;1292;0,2
I150;4029;I15;23577;17,1
Q937;4;Q93;2278;0,2
N823;2654;N82;5326;49,8
K750;10920;K75;28720;38,0
X8289;1;X82;234;0,4
D470;409;D47;69025;0,6
T709;2;T70;1791;0,1
F10200;33595;F10;668750;5,0
O892;11;O89;2071;0,5
P039;692;P03;375818;0,2
E6689;1469;E66;1186997;0,1
W0639;1;W06;15509;0,0
L038;1999;L03;60457;3,3
V9189;1;V91;196;0,5
W0020;4;W00;1271;0,3
X6034;1;X60;23029;0,0
L709;471;L70;1374;34,3
W0798;18;W07;6299;0,3
X4444;1;X44;4266;0,0
M8997;9;M89;25433;0,0
M631;1;M63;322;0,3
T269;13;T26;537;2,4
P071;53043;P07;165207;32,1
M012;6;M01;1101;0,5
P149;1;P14;488;0,2
M501;11180;M50;19018;58,8
M9490;2;M94;9495;0,0
V4944;11;V49;6712;0,2
O721;20296;O72;51841;39,2
D130;4092;D13;28615;14,3
Z3180;29;Z31;47957;0,1
D733;843;D73;13127;6,4
N920;10443;N92;34190;30,5
X6139;1;X61;60476;0,0
X4318;2;X43;325;0,6
S099;668;S09;7090;9,4
R418;66064;R41;403706;16,4
J961+1;20847;J96;598163;3,5
X7189;13;X71;293;4,4
W7994;3;W79;2193;0,1
Y270;22;Y27;32;68,8
P285;3700;P28;31002;11,9
C750;196;C75;6125;3,2
I2218;82;I22;1172;7,0
Y909;2013;Y90;50247;4,0
F1606;2;F16;890;0,2
W2918;4;W29;5051;0,1
F2051;7;F20;47790;0,0
M2496;157;M24;27285;0,6
X9501;1;X95;1071;0,1
W8019;6;W80;414;1,4
Z585;12;Z58;4523;0,3
M021;1;M02;577;0,2
O089;149;O08;5809;2,6
V0299;13;V02;485;2,7
M1393;823;M13;24317;3,4
W2089;20;W20;1973;1,0
S653;443;S65;12257;3,6
L043;228;L04;3547;6,4
M4039;3;M40;10417;0,0
D812;685;D81;3486;19,7
X4992;12;X49;2275;0,5
Y289;73;Y28;258;28,3
I159;2927;I15;23577;12,4
H428;207;H42;485;42,7
N0210;244;N02;11985;2,0
K751;276;K75;28720;1,0
X8288;2;X82;234;0,9
D471;9573;D47;69025;13,9
A033;101;A03;1064;9,5
F1024;79654;F10;668750;11,9
O890;15;O89;2071;0,7
J341;1437;J34;66871;2,1
W5318;1;W53;60;1,7
W0628;92;W06;15509;0,6
J998;2664;J99;7861;33,9
X7842;1;X78;15279;0,0
W2462;12;W24;1062;1,1
X609;4466;X60;23029;19,4
M0528;17;M05;61778;0,0
W0794;5;W07;6299;0,1
X449;504;X44;4266;11,8
M8900;279;M89;25433;1,1
M1100;132;M11;30110;0,4
W2378;3;W23;3653;0,1
D294;174;D29;34145;0,5
M0155;9;M01;1101;0,8
M4839;19;M48;136433;0,0
S969;20;S96;2464;0,8
W0819;23;W08;2679;0,9
O267;57;O26;39428;0,1
F4538;105;F45;10589;1,0
D1390;122;D13;28615;0,4
Z319;24;Z31;47957;0,1
Z4581;632;Z45;419694;0,2
F608;4452;F60;33969;13,1
X6183;1;X61;60476;0,0
X4328;2;X43;325;0,6
S092;451;S09;7090;6,4
R411;4607;R41;403706;1,1
J9600;207720;J96;598163;34,7
X7199;16;X71;293;5,5
N988;229;N98;1573;14,6
Y1988;3;Y19;171;1,8
T116;9;T11;207;4,3
Q348;872;Q34;981;88,9
I2280;49;I22;1172;4,2
Y903;1541;Y90;50247;3,1
F1605;9;F16;890;1,0
W291;4;W29;5051;0,1
F2041;10;F20;47790;0,0
M2467;109;M24;27285;0,4
X9588;13;X95;1071;1,2
W8048;1;W80;414;0,2
F19202;348;F19;21113;1,6
T324;4;T32;524;0,8
O087;43;O08;5809;0,7
V0204;1;V02;485;0,2
Q645;15;Q64;3816;0,4
W2078;2;W20;1973;0,1
Y808;27;Y80;45;60,0
A421;126;A42;1908;6,6
M4020;118;M40;10417;1,1
D817;101;D81;3486;2,9
X4903;9;X49;2275;0,4
W4522;1;W45;1292;0,1
C253;4375;C25;287910;1,5
H420;278;H42;485;57,3
N828;213;N82;5326;4,0
I301;2528;I30;18618;13,6
H808;899;H80;3341;26,9
N363;296;N36;5321;5,6
A318;531;A31;2614;20,3
F1000;34767;F10;668750;5,2
O898;41;O89;2071;2,0
Q045;148;Q04;7212;2,1
W6604;1;W66;8;12,5
W0664;3;W06;15509;0,0
R571;49210;R57;176082;27,9
X788;432;X78;15279;2,8
W2412;1;W24;1062;0,1
X6004;171;X60;23029;0,7
M0533;86;M05;61778;0,1
W0749;1;W07;6299;0,0
X4401;6;X44;4266;0,1
M895;716;M89;25433;2,8
M1198;244;M11;30110;0,8
W2364;1;W23;3653;0,0
D292;494;D29;34145;1,4
M0180;13;M01;1101;1,2
M4858;100;M48;136433;0,1
F530;3040;F53;4007;75,9
M9481;358;M94;9495;3,8
V494;1353;V49;6712;20,2
F453;370;F45;10589;3,5
R066;3900;R06;338788;1,2
Z316;2400;Z31;47957;5,0
G802;3316;G80;18143;18,3
F605;189;F60;33969;0,6
X6109;5567;X61;60476;9,2
X4339;1;X43;325;0,3
C496;1962;C49;62550;3,1
M614;30;M61;584;5,1
J96111;3418;J96;598163;0,6
I81;19579;I81;19579;100,0
S598;550;S59;788;69,8
Y199;55;Y19;171;32,2
T115;7;T11;207;3,4
Q341;78;Q34;981;8,0
R959;51;R95;122;41,8
Y904;1882;Y90;50247;3,7
F160;102;F16;890;11,5
W2968;5;W29;5051;0,1
O755;1461;O75;64091;2,3
M2455;156;M24;27285;0,6
X9540;1;X95;1071;0,1
W8014;4;W80;414;1,0
F1940;50;F19;21113;0,2
M0236;4;M02;577;0,7
O085;5;O08;5809;0,1
H748;279;H74;1859;15,0
M1384;1195;M13;24317;4,9
W2062;103;W20;1973;5,2
S652;71;S65;12257;0,6
Q313;190;Q31;3201;5,9
M4019;46;M40;10417;0,4
X1512;1;X15;344;0,3
X49941;1;X49;2275;0,0
Y286;3;Y28;258;1,2
C258;11327;C25;287910;3,9
Q932;41;Q93;2278;1,8
K283;456;K28;2653;17,2
G951;1373;G95;21781;6,3
A188;531;A18;2960;17,9
H512;624;H51;2730;22,9
A319;266;A31;2614;10,2
F100;57096;F10;668750;8,5
Q727;16;Q72;819;2,0
Q043;2270;Q04;7212;31,5
W530;16;W53;60;26,7
W0688;51;W06;15509;0,3
R570;32171;R57;176082;18,3
V9198;17;V91;196;8,7
W2488;1;W24;1062;0,1
X6089;21;X60;23029;0,1
M0507;2;M05;61778;0,0
W0729;57;W07;6299;0,9
X4412;4;X44;4266;0,1
M8996;10;M89;25433;0,0
M1181;158;M11;30110;0,5
W2392;333;W23;3653;9,1
P070;8345;P07;165207;5,1
M0106;17;M01;1101;1,5
M4814;113;M48;136433;0,1
S961;1249;S96;2464;50,7
S681;7857;S68;10453;75,2
X179;42;X17;232;18,1
Z268;2588;Z26;3860;67,0
D134;4090;D13;28615;14,3
Z313;1810;Z31;47957;3,8
D734;607;D73;13127;4,6
G210;730;G21;5253;13,9
D385;384;D38;16206;2,4
X4388;3;X43;325;0,9
X0601;1;X06;382;0,3
M6159;1;M61;584;0,2
J961+0;33983;J96;598163;5,7
X7109;4;X71;293;1,4
S599;48;S59;788;6,1
Y2708;1;Y27;32;3,1
P288;3269;P28;31002;10,5
C753;1860;C75;6125;30,4
R950;71;R95;122;58,2
Y900;1456;Y90;50247;2,9
F16240;27;F16;890;3,0
K9380;823;K93;3792;21,7
F2020;99;F20;47790;0,2
Q958;5;Q95;57;8,8
M8491;1;M84;25322;0,0
W8091;4;W80;414;1,0
F1951;23;F19;21113;0,1
M0292;1;M02;577;0,2
A073;11;A07;1444;0,8
V0208;14;V02;485;2,9
M1380;401;M13;24317;1,6
W2088;44;W20;1973;2,2
Q181;1128;Q18;4947;22,8
A427;58;A42;1908;3,0
M4046;150;M40;10417;1,4
X158;4;X15;344;1,2
X4923;1;X49;2275;0,0
Y2892;2;Y28;258;0,8
B011;233;B01;5243;4,4
Q931;6;Q93;2278;0,3
N027;25;N02;11985;0,2
G958;8470;G95;21781;38,9
A182;569;A18;2960;19,2
H510;95;H51;2730;3,5
T703;1212;T70;1791;67,7
Y444;2316;Y44;51695;4,5
O895;266;O89;2071;12,8
J343;14475;J34;66871;21,6
E6687;3456;E66;1186997;0,3
W069;265;W06;15509;1,7
T699;1;T69;314;0,3
F381;210;F38;1609;13,1
W0041;2;W00;1271;0,2
X6019;40;X60;23029;0,2
M0526;5;M05;61778;0,0
W079;359;W07;6299;5,7
X805;5;X80;2348;0,2
M8999;8;M89;25433;0,0
M111;53;M11;30110;0,2
W2391;13;W23;3653;0,4
D297;31;D29;34145;0,1
M0128;8;M01;1101;0,7
M4804;703;M48;136433;0,5
S967;196;S96;2464;8,0
W081;123;W08;2679;4,6
X1748;5;X17;232;2,2
F452;2748;F45;10589;26,0
X6730;3;X67;513;0,6
Z3188;1580;Z31;47957;3,3
Z452;240947;Z45;419694;57,4
N925;2801;N92;34190;8,2
X6149;44;X61;60476;0,1
O834;1;O83;4195;0,0
X0888;12;X08;648;1,9
M6115;18;M61;584;3,1
J96191;4694;J96;598163;0,8
X7188;4;X71;293;1,4
G98;2389;G98;2389;100,0
Y190;74;Y19;171;43,3
T112;1;T11;207;0,5
C751;2243;C75;6125;36,6
I2290;63;I22;1172;5,4
Y907;6957;Y90;50247;13,8
F1656;1;F16;890;0,1
T524;56;T52;457;12,3
F2002;121;F20;47790;0,3
M249;32;M24;27285;0,1
X9584;2;X95;1071;0,2
W802;5;W80;414;1,2
F1973;5;F19;21113;0,0
M028;38;M02;577;6,6
V0212;7;V02;485;1,4
M1300;2809;M13;24317;11,6
B169;1856;B16;2002;92,7
Q186;6;Q18;4947;0,1
Q318;264;Q31;3201;8,2
V636;5;V63;63;7,9
T486;83;T48;418;19,9
X49030;1;X49;2275;0,0
W4588;21;W45;1292;1,6
I151;9827;I15;23577;41,7
M913;16;M91;328;4,9
N025;27;N02;11985;0,2
G959;213;G95;21781;1,0
X8209;2;X82;234;0,9
M932;680;M93;5361;12,7
Y733;19;Y73;236;8,1
Z743;17009;Z74;349814;4,9
Q720;8;Q72;819;1,0
P033;56012;P03;375818;14,9
E6699;14208;E66;1186997;1,2
W0669;1;W06;15509;0,0
R572;73360;R57;176082;41,7
X7828;46;X78;15279;0,3
W0094;1;W00;1271;0,1
X6014;5;X60;23029;0,0
M0522;1;M05;61778;0,0
W0754;2;W07;6299;0,0
S799;87;S79;841;10,3
M8928;43;M89;25433;0,2
M1184;185;M11;30110;0,6
W2329;6;W23;3653;0,2
J218;9807;J21;62904;15,6
M0124;1;M01;1101;0,1
M4824;69;M48;136433;0,1
F539;124;F53;4007;3,1
W083;2;W08;2679;0,1
V4914;3;V49;6712;0,0
F451;635;F45;10589;6,0
X67208;1;X67;513;0,2
Z315;434;Z31;47957;0,9
Z453;2092;Z45;419694;0,5
F606;544;F60;33969;1,6
X6102;29;X61;60476;0,0
X4319;2;X43;325;0,6
X0603;7;X06;382;1,8
M6142;10;M61;584;1,7
J9610;6272;J96;598163;1,0
X719;76;X71;293;25,9
S597;190;S59;788;24,1
E791;148;E79;17708;0,8
T473;9;T47;953;0,9
V6428;1;V64;60;1,7
X6548;6;X65;5833;0,1
H441;2977;H44;6569;45,3
F16200;17;F16;890;1,9
N498;1887;N49;6446;29,3
F2099;1593;F20;47790;3,3
M2456;669;M24;27285;2,5
X9504;8;X95;1071;0,7
W8030;1;W80;414;0,2
F1920;683;F19;21113;3,2
M0227;2;M02;577;0,3
H743;547;H74;1859;29,4
M1395;535;M13;24317;2,2
W200;296;W20;1973;15,0
X911;3;X91;140;2,1
L040;2291;L04;3547;64,6
M4045;6;M40;10417;0,1
X1501;2;X15;344;0,6
X49690;3;X49;2275;0,1
W4572;4;W45;1292;0,3
W876;43;W87;875;4,9
K286;5;K28;2653;0,2
G950;2013;G95;21781;9,2
H802;104;H80;3341;3,1
N368;2135;N36;5321;40,1
Y730;5;Y73;236;2,1
I240;12233;I24;24589;49,7
Q523;332;Q52;1480;22,4
P035;10141;P03;375818;2,7
E6624;5680;E66;1186997;0,5
W0620;2;W06;15509;0,0
X570;7;X57;8;87,5
V9139;4;V91;196;2,0
C940;199;C94;5724;3,5
X606;1;X60;23029;0,0
M0529;77;M05;61778;0,1
W0708;435;W07;6299;6,9
X4498;22;X44;4266;0,5
M892;188;M89;25433;0,7
M1111;19;M11;30110;0,1
W239;720;W23;3653;19,7
J219;30537;J21;62904;48,5
M0150;28;M01;1101;2,5
M4805;1124;M48;136433;0,8
S962;73;S96;2464;3,0
B589;1123;B58;2056;54,6
X174;4;X17;232;1,7
F4534;52;F45;10589;0,5
X6799;15;X67;513;2,9
Z314;6007;Z31;47957;12,5
Z4588;16160;Z45;419694;3,9
F601;344;F60;33969;1,0
X6113;1;X61;60476;0,0
X4309;31;X43;325;9,5
X0831;1;X08;648;0,2
M6145;50;M61;584;8,6
J9609;83024;J96;598163;13,9
X7104;1;X71;293;0,3
F1722;18892;F17;856452;2,2
E799;59;E79;17708;0,3
T477;3;T47;953;0,3
V647;1;V64;60;1,7
V9489;4;V94;134;3,0
K469;576;K46;1546;37,3
F16202;51;F16;890;5,7
W2978;3;W29;5051;0,1
F2050;180;F20;47790;0,4
M2405;7;M24;27285;0,0
M8496;3;M84;25322;0,0
W8001;15;W80;414;3,6
F192;5935;F19;21113;28,1
M0230;37;M02;577;6,4
X909;3;X90;13;23,1
M1397;1431;M13;24317;5,9
Z9588;74029;Z95;1088407;6,8
X9118;2;X91;140;1,4
Q310;7;Q31;3201;0,2
M4006;112;M40;10417;1,1
X1588;3;X15;344;0,9
X4929;4;X49;2275;0,2
W4562;42;W45;1292;3,3
W8799;44;W87;875;5,0
N824;425;N82;5326;8,0
K758;9119;K75;28720;31,8
A184;102;A18;2960;3,4
N360;2103;N36;5321;39,5
S663;38309;S66;75142;51,0
I248;9442;I24;24589;38,4
T338;11;T33;33;33,3
J340;306;J34;66871;0,5
E6684;36178;E66;1186997;3,0
W0621;1;W06;15509;0,0
E350;192;E35;435;44,1
T610;15;T61;173;8,7
C947;685;C94;5724;12,0
X6049;10;X60;23029;0,0
M0598;492;M05;61778;0,8
W1203;11;W12;715;1,5
X8099;138;X80;2348;5,9
